C:\Users\vdee\Documents\eQUEST 3-65 Projects\1380 Presidential Inn\1380 Presidential Inn - Baseline Design
Simulated:  2024-Jan-31 19:20:17
CSV Written:  2024-Jan-31 19:20:17
eQUEST 3.65.7175
,,,,"Hourly Report",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"EM1 Hourly Report Block",,,,,,,,,,,,,"FM1 Hourly Report Block",,,,,,,,,,,,,"Load Hourly Report Block 3",,"DHW Hourly Report Block 4","Weather Hourly Report Block 5",,,
,,,,"ELEC-METER",,,,,,,,,,,,,"FUEL-METER",,,,,,,,,,,,,"BUILDING-HVAC                   ",,"DW-HEATER","GLOBAL                          ",,,
,,,,"EM1",,,,,,,,,,,,,"FM1",,,,,,,,,,,,,,,"DHW Plant 1 Wtr Htr (1)",,,,
,,,Day,"Var 1","Var 2","Var 3","Var 4","Var 5","Var 6","Var 7","Var 8","Var 9","Var 10","Var 11","Var 12","Var 20","Var 1","Var 2","Var 3","Var 4","Var 5","Var 6","Var 7","Var 8","Var 9","Var 10","Var 11","Var 12","Var 20","Var 1","Var 2","Var 1","Var 2","Var 3","Var 4",
Month,Day,Hour,Type,"Lighting end-use energy","Task lighting end-use energy","Miscellaneous equipment end-use energy","Heating end-use energy","Cooling end-use energy","Heat rejection end-use energy","Auxiliary end-use energy (pumps)","Vent fan end-use energy","Refrigeration systems end-use energy","Supplemental heat pump end-use energy","Domestic hot water end-use energy","Exterior to the building end-use energy","Total end-use energy","Lighting end-use energy","Task lighting end-use energy","Miscellaneous equipment end-use energy","Heating end-use energy","Cooling end-use energy","Heat rejection end-use energy","Auxiliary end-use energy (pumps)","Vent fan end-use energy","Refrigeration systems end-use energy","Supplemental heat pump end-use energy","Domestic hot water end-use energy","Exterior to the building end-use energy","Total end-use energy","Building cool load (coils+losses&gains) (Btu/hr)","Building heat load (coils+losses&gains) (Btu/hr)","Assigned load","Ground temp (Rankine)","Outside wet-bulb temp (F)","Outside dry-bulb temp (F)",
1,1,1,8,42.749,10.2498,17.8997,0,13.5273,0,12.4472,50.538,0,0,0,0,147.411,0,0,0,437713,0,0,0,0,0,0,116746,0,554458,0,-239416,-80071.8,507,45,50,
1,1,2,8,42.749,10.2498,17.7546,0,7.36126,0,12.4472,50.538,0,0,0,0,141.1,0,0,0,340898,0,0,0,0,0,0,81661.8,0,422559,0,-240054,-54448.8,507,44,48,
1,1,3,8,28.6983,9.7812,14.4111,0,7.36126,0,12.4472,50.538,0,0,0,0,123.237,0,0,0,516298,0,0,0,0,0,0,43652.5,0,559950,0,-376716,-26690.6,507,40,43,
1,1,4,8,28.6983,9.7812,14.4111,0,7.36126,0,12.4472,50.538,0,0,0,0,123.237,0,0,0,549621,0,0,0,0,0,0,43655.1,0,593277,0,-402042,-26690.6,507,41,43,
1,1,5,8,28.6983,9.7812,14.4111,0,7.36126,0,12.4472,50.538,0,0,0,0,123.237,0,0,0,582424,0,0,0,0,0,0,81669,0,664093,0,-428708,-54448.8,507,41,43,
1,1,6,8,28.6983,9.7812,14.4111,0,7.36126,0,12.4472,50.538,0,0,0,0,123.237,0,0,0,678368,0,0,0,0,0,0,154767,0,833134,0,-508636,-107830,507,38,39,
1,1,7,8,42.749,10.2498,18.3576,0,7.36126,0,12.4472,50.538,0,0,0,0,141.703,0,0,0,606489,0,0,0,0,0,0,154769,0,761258,0,-447182,-107830,507,40,41,
1,1,8,8,66.7178,10.6247,22.9836,0,7.36126,0,12.4472,50.538,0,0,0,0,170.673,0,0,0,547736,0,0,0,0,0,0,227870,0,775606,0,-399513,-161211,507,38,39,
1,1,9,8,75.8094,8.0942,25.4439,0,24.7717,0,12.4472,50.538,0,0,0,0,197.104,0,0,0,173389,0,0,0,0,0,0,336059,0,509449,238923,-107723,-240215,507,46,50,
1,1,10,8,61.7587,7.62559,19.8053,0,42.2344,0,12.4472,50.538,0,0,0,0,194.409,0,0,0,58780.1,0,0,0,0,0,0,262957,0,321737,498300,-22777.4,-186834,507,50,57,
1,1,11,8,61.7587,7.62559,18.7879,0,51.1385,0,12.4472,50.538,0,0,0,0,202.296,0,0,0,0,0,0,0,0,0,0,189836,0,189836,630499,-1902.98,-133453,507,51,59,
1,1,12,8,61.7587,5.09509,19.1331,0,59.8594,0,12.4472,50.538,0,0,0,0,208.832,0,0,0,0,0,0,0,0,0,0,189818,0,189818,763793,0,-133453,507,54,64,
1,1,13,8,52.6671,5.09509,19.8262,0,64.9,0,12.4472,50.538,0,0,0,0,205.474,0,0,0,0,0,0,0,0,0,0,189806,0,189806,829851,0,-133453,507,55,66,
1,1,14,8,28.6983,3.40808,15.3541,0,68.3585,0,12.4472,50.538,0,0,0,0,178.804,0,0,0,0,0,0,0,0,0,0,154709,0,154709,859899,0,-107830,507,57,68,
1,1,15,8,28.6983,3.40808,14.664,0,65.3786,0,12.4472,50.538,0,0,0,0,175.134,0,0,0,0,0,0,0,0,0,0,116693,0,116693,835616,0,-80071.8,507,55,66,
1,1,16,8,28.6983,3.40808,16.8329,0,57.633,0,12.4472,50.538,0,0,0,0,169.558,0,0,0,0,0,0,0,0,0,0,116690,0,116690,725341,0,-80071.8,507,54,64,
1,1,17,8,28.6983,4.72019,20.006,0,39.6052,0,12.4472,50.538,0,0,0,0,156.015,0,0,0,0,0,0,0,0,0,0,116690,0,116690,449532,-3632.62,-80071.8,507,52,61,
1,1,18,8,28.6983,5.93859,24.6706,0,22.57,0,12.4472,50.538,0,0,0,0,144.863,0,0,0,0,0,0,0,0,0,0,116696,0,116696,198095,-17300.9,-80071.8,507,50,57,
1,1,19,8,70.0238,7.2507,29.6733,0,13.5998,0,12.4472,50.538,0,0,0,0,183.533,0,0,0,187777,0,0,0,0,0,0,154717,0,342494,80582.1,-50780.2,-107830,507,45,48,
1,1,20,8,97.2987,10.6247,34.476,0,11.2738,0,12.4472,50.538,0,0,0,0,216.658,0,0,0,103561,0,0,0,0,0,0,227830,0,331391,51307.4,-58351.3,-161211,507,42,45,
1,1,21,8,111.349,11.0933,35.2731,0,9.45094,0,12.4472,50.538,0,0,0,0,230.152,0,0,0,124719,0,0,0,0,0,0,227839,0,352558,27253,-74678.4,-161211,507,40,43,
1,1,22,8,84.0745,12.7803,28.8394,0,7.41487,0,12.4472,50.538,0,0,0,0,196.094,0,0,0,237989,0,0,0,0,0,0,227844,0,465833,236.957,-162424,-161211,507,39,41,
1,1,23,8,70.0238,12.3117,24.688,0,7.74905,0,12.4472,50.538,0,0,0,0,177.758,0,0,0,223602,0,0,0,0,0,0,227848,0,451450,5222.34,-150027,-161211,507,44,46,
