C:\Users\vdee\Documents\eQUEST 3-65 Projects\1345 Base Chapel\1345 Base Chapel - 1
Simulated:  2024-Apr-11 16:31:56
CSV Written:  2024-Apr-11 16:31:56
eQUEST 3.65.7175
,,,,"Hourly Report",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"EM1 Hourly Report Block",,,,,,,,,,,,,"FM1 Hourly Report Block",,,,,,,,,,,,,"Load Hourly Report Block 3",,
,,,,"ELEC-METER",,,,,,,,,,,,,"FUEL-METER",,,,,,,,,,,,,"BUILDING-HVAC                   ",,
,,,,"EM1",,,,,,,,,,,,,"FM1",,,,,,,,,,,,,,,
,,,Day,"Var 1","Var 2","Var 3","Var 4","Var 5","Var 6","Var 7","Var 8","Var 9","Var 10","Var 11","Var 12","Var 20","Var 1","Var 2","Var 3","Var 4","Var 5","Var 6","Var 7","Var 8","Var 9","Var 10","Var 11","Var 12","Var 20","Var 1","Var 2",
Month,Day,Hour,Type,"Lighting end-use energy","Task lighting end-use energy","Miscellaneous equipment end-use energy","Heating end-use energy","Cooling end-use energy","Heat rejection end-use energy","Auxiliary end-use energy (pumps)","Vent fan end-use energy","Refrigeration systems end-use energy","Supplemental heat pump end-use energy","Domestic hot water end-use energy","Exterior to the building end-use energy","Total end-use energy","Lighting end-use energy","Task lighting end-use energy","Miscellaneous equipment end-use energy","Heating end-use energy","Cooling end-use energy","Heat rejection end-use energy","Auxiliary end-use energy (pumps)","Vent fan end-use energy","Refrigeration systems end-use energy","Supplemental heat pump end-use energy","Domestic hot water end-use energy","Exterior to the building end-use energy","Total end-use energy","Building cool load (coils+losses&gains) (Btu/hr)","Building heat load (coils+losses&gains) (Btu/hr)",
1,1,1,8,0.0528272,0,0,0,0,0,0,0,0,0,0.0753031,0,0.12813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,2,8,0.0528272,0,0,0,0,0,0,0,0,0,0.0752116,0,0.128039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,3,8,0.0528272,0,0,0,0,0,0,0,0,0,0.0754101,0,0.128237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,4,8,0.0528272,0,0,0,0,0,0,0,0,0,0.0759799,0,0.128807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,5,8,0.0528272,0,0,0,0,0,0,0,0,0,0.0762247,0,0.129052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,6,8,0.0528272,0,0,0,0,0,0,0,0,0,0.0763914,0,0.129219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,7,8,0.0528272,0,0,0,0,0,0,0,0,0,0.0768953,0,0.129722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,8,8,0.430013,0,0,0,0,0,0,0,0,0,0.16592,0,0.595933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,9,8,0.771277,0,0,0,0,0,0,0,0,0,0.284629,0,1.05591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,10,8,0.870064,0,0,0,0,0,0,0,0,0,0.539696,0,1.40976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,11,8,0.950889,0,0,0,0,0,0,0,0,0,0.567124,0,1.51801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,12,8,0.950889,0,0,0,0,0,0,0,0,0,0.387566,0,1.33846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,13,8,0.609626,0,0,0,0,0,0,0,0,0,0.386325,0,0.995951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,14,8,0.23244,0,0,0,0,0,0,0,0,0,0.291803,0,0.524243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,15,8,0.23244,0,0,0,0,0,0,0,0,0,0.232183,0,0.464622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,16,8,0.23244,0,0,0,0,0,0,0,0,0,0.17315,0,0.40559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,17,8,0.23244,0,0,0,0,0,0,0,0,0,0.14412,0,0.37656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,18,8,0.169575,0,0,0,0,0,0,0,0,0,0.115581,0,0.285156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,19,8,0.0528272,0,0,0,0,0,0,0,0,0,0.0723853,0,0.125212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,20,8,0.0528272,0,0,0,0,0,0,0,0,0,0.073739,0,0.126566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,21,8,0.0528272,0,0,0,0,0,0,0,0,0,0.0745348,0,0.127362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,22,8,0.0528272,0,0,0,0,0,0,0,0,0,0.0751537,0,0.127981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,23,8,0.0528272,0,0,0,0,0,0,0,0,0,0.0756901,0,0.128517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,24,8,0.0528272,0,0,0,0,0,0,0,0,0,0.075545,0,0.128372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,1,2,0.095521,0,0,0,8.87251,0,2.16338,4.53752,0,0,0.095451,0,15.7644,0,0,0,488295,0,0,0,0,0,0,0,0,488295,0,-186601,
1,2,2,2,0.095521,0,0,0,2.3897,0,2.16338,4.53752,0,0,0.0920448,0,9.27816,0,0,0,246914,0,0,0,0,0,0,0,0,246914,0,-160084,
1,2,3,2,0.104935,0,0,0,2.3897,0,2.16338,4.53752,0,0,0.0943073,0,9.28983,0,0,0,229411,0,0,0,0,0,0,0,0,229411,0,-146860,
1,2,4,2,0.167716,0,0,0,2.3897,0,2.16338,4.53752,0,0,0.100126,0,9.35844,0,0,0,234713,0,0,0,0,0,0,0,0,234713,0,-151162,
1,2,5,2,0.269114,0,0,0,2.3897,0,2.16338,4.53752,0,0,0.112499,0,9.47221,0,0,0,244734,0,0,0,0,0,0,0,0,244734,0,-158886,
1,2,6,2,0.365132,0,0,0,2.3897,0,2.16338,4.53752,0,0,0.125774,0,9.5815,0,0,0,244645,0,0,0,0,0,0,0,0,244645,0,-158708,
1,2,7,2,0.443241,0,0,0,2.3897,0,2.16338,4.53752,0,0,0.136796,0,9.67063,0,0,0,262174,0,0,0,0,0,0,0,0,262174,0,-172326,
1,2,8,2,0.604738,0,0,0,2.3897,0,2.16338,4.53752,0,0,0.191074,0,9.8864,0,0,0,268575,0,0,0,0,0,0,0,0,268575,0,-177107,
1,2,9,2,0.807289,0,0,0,2.3897,0,2.16338,4.53752,0,0,0.281931,0,10.1798,0,0,0,271556,0,0,0,0,0,0,0,0,271556,0,-179355,
1,2,10,2,1.23234,0,0,0,2.3897,0,2.16338,4.53752,0,0,0.561223,0,10.8842,0,0,0,284732,0,0,0,0,0,0,0,0,284732,0,-189557,
1,2,11,2,1.53287,0,0,0,2.3897,0,2.16338,4.53752,0,0,0.826558,0,11.45,0,0,0,238902,0,0,0,0,0,0,0,0,238902,0,-153821,
1,2,12,2,1.43647,0,0,0,2.3897,0,2.16338,4.53752,0,0,0.860155,0,11.3872,0,0,0,224948,0,0,0,0,0,0,0,0,224948,0,-143481,
1,2,13,2,1.19699,0,0,0,2.3897,0,2.16338,4.53752,0,0,0.77416,0,11.0617,0,0,0,219289,0,0,0,0,0,0,0,0,219289,0,-139230,
