building,Annual,January,February,March,April,May,June,July,August,September,October,November,December
1045,83.9771615600992,69.81127983536442,76.3409025767392,56.51816366376312,49.39331364286715,37.78857972499386,0.0,0.0,0.0,5.256697992053086,45.88085724451093,66.70238225724486,83.9771615600992
1058x1060,2705.045686844217,2631.777927178881,2705.045686844217,2573.1637194466116,2485.242407848208,2028.0515875365095,1263.1361766303983,767.8461212927247,861.6288536643551,1392.0874336413901,2373.875413156897,2470.588855915141,2537.9951948072503
1065,243.7641809748832,237.19557978536648,243.7641809748832,220.08785097454913,205.94746643017788,189.7799095113861,157.96851361989042,142.28856829522334,159.4159621727349,162.60507329413608,208.29262088154596,220.70066251639003,231.54985929659435
1345,135.0875784184832,135.0875784184832,130.23637351552193,107.83343717817137,77.58791984624321,48.647154778435365,19.869513050746427,0.0,0.0,25.11149887665871,70.42995279797852,108.32608959416108,126.76787777296492
1349,163.21096835946454,162.32735917790058,163.21096835946454,156.69365460171355,141.68900356432997,39.01889194529419,0.1030897893463988,0.0,0.0183196947840974,17.98796767543672,110.27589121437502,156.6977575962548,161.02114155858695
1359,328.2395633007067,328.2395633007067,328.2395633007067,328.2395633007067,325.3088529140933,307.7245905944126,130.74514483863803,32.585689575639,47.982762733790096,205.8158775338189,325.3088529140933,328.2395633007067,328.2395633007067
1380,555.113767246498,478.3490839478544,555.113767246498,388.7525782924626,302.1445180183005,184.16349612648008,102.7813027711039,57.6001819385008,55.709694965801546,137.63084889198632,284.7853342563117,397.87265594456505,397.415758195292
1500,2030.9822979231228,1567.9300568381973,2030.9822979231228,1160.5613130989273,864.5595640509686,592.0034980959175,4.791770096320728,2.438192783301516,65.02748127129527,419.0915852857238,867.4902744375821,1245.5519143107174,1444.8402206004323
1560,296.52634620716253,275.5758699374176,296.52634620716253,247.62070277262788,153.61640869576942,13.76059378537001,0.0,0.0,0.0987341675698139,1.8079317918187463,225.0583357902456,261.15413719593147,269.883844224537
1569,68.88898527669717,55.50355172791754,68.88898527669717,43.90028316523755,27.752625769970887,6.967500180238689,0.0,0.0,0.0,0.0,23.331297466518095,43.176104628705374,48.02936102893725
1631,227.66813338952485,199.094293262121,227.66813338952485,156.78948883135578,123.58307479583206,71.77848987527483,37.87298418412833,35.23065569955764,37.029730884588034,55.217133401833806,113.0791156991708,153.27322250949697,165.5570020239486
1657,231.02614135050652,201.51857689392764,231.02614135050652,158.1138768550664,124.53760716875206,71.51296751424765,37.87298418412833,35.23065569955764,36.86939171933641,55.756970255048,114.6303407068053,155.26434714616215,167.3092737641048
1676,126.20254373938717,106.71595730775566,126.20254373938717,87.64494560894595,65.02542977402464,39.61148158546743,0.0,0.0,0.0,2.667172116518012,62.6398315193213,85.06621353976476,96.00157320533552
1690,191.98802394507618,165.22905553168656,191.98802394507618,128.26623276522488,99.9873686382337,53.35847687464356,30.18633603173608,27.8458223602652,28.66946627660866,44.027417381808846,93.46334355369737,129.05708496305255,136.84541850837394
1691,197.69402914650092,170.77894179081645,197.69402914650092,132.65297868611566,103.65198751986289,55.60085131275311,30.911899035854898,28.558922811535982,29.616519476622017,45.74413960497541,96.76092026650709,133.54842793764152,141.39593252566866
1692,169.26751583023216,146.88169484153943,169.26751583023216,116.99938044782427,92.31057793022683,50.42952491426207,24.804184585518424,19.92859617214055,23.018883739305103,41.666583629872385,82.57282375704176,113.35331296294234,120.3034340305884
1800,239.3578579086099,215.02241114232643,239.3578579086099,163.9404221746926,127.69193075786413,68.01188227219149,47.83358957511148,44.49638965787474,42.84380896222959,55.0909663196901,114.64440811666103,169.53368294754438,177.3824184339339
5300,668.4041871645436,668.4041871645436,666.8743563427314,663.8527939341329,635.6066072279524,562.1512820978728,50.47152199410224,0.6656405272699671,0.1747682247690746,374.21654784589856,334.795562435561,423.0187372037858,480.8680295251488
5301,848.4142805311151,842.5821668617543,848.4142805311151,785.9080894054234,512.3057598423512,352.53808311611886,15.17322549882156,0.4338271971096162,16.262775699252845,129.13208184184597,425.3281369884372,581.2448602666595,617.1343396611278
West Combined - Baseline,7767.974662250282,6486.41179059957,7767.974662250282,5668.191945118348,4884.201038526534,2865.3221642006692,1617.2326825788612,1005.5535965384793,1224.8252505317776,1910.8369903714445,4726.60167718694,5461.934761214509,5923.170694537332
