[kW],Annual,January,February,March,April,May,June,July,August,September,October,November,December
1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058x1060,567.798761012877,546.0792663376847,566.5590705193395,567.798761012877,558.4908248249926,519.3951482675692,480.3024024205324,446.7926598599941,425.6944757867639,423.8334746912643,441.2067258631089,474.0980885320717,511.329833283609
1065,35.68784651986934,34.322721621784794,35.609889623585424,35.68784651986934,35.1028767267013,32.645769138564575,32.525903083752084,31.273610535552155,33.00829801338866,33.160108811415235,31.730508284825195,32.105639214311715,32.53938435153051
1345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,73.20006025540555,70.40005955203506,73.04004346829646,73.20006025540555,72.000227423126,66.95999170022819,61.92004904836903,57.6001819385008,54.88018962868486,54.64016444802122,56.88010639650988,61.12025818386222,65.92017565505773
1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,44.77216950525506,43.059755426356816,44.67428377834217,44.77216950525506,44.03831962444705,40.95550536876836,37.87298418412833,35.23065569955764,33.56689141307718,33.42006282270785,34.79016992844964,37.38355554956388,40.31954121487324
1657,44.77216950525506,43.059755426356816,44.67428377834217,44.77216950525506,44.03831962444705,40.95550536876836,37.87298418412833,35.23065569955764,33.56689141307718,33.42006282270785,34.79016992844964,37.38355554956388,40.31954121487324
1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,35.38744870524146,34.033753577664704,35.31007795103486,35.38744870524146,34.807168048692,32.37086850430023,29.93427588886981,27.8458223602652,26.530871223999476,26.414844399793445,27.49774188764712,29.54742211783683,31.86795860195737
1691,36.29362435678234,34.905346846643546,36.21420210530511,36.29362435678234,35.69869014829981,33.19967340163452,30.700949726007888,28.558922811535982,27.210297812928065,27.09131097123156,28.2019329793426,30.304131539660425,32.68416144462921
1692,25.325938955647217,24.35719263735214,25.27057783644409,25.325938955647217,24.910745215175687,23.167001842244552,21.42325846931341,19.92859617214055,18.987515759895103,18.904488734642342,19.67948578927841,21.14648218040164,22.80719852808001
1800,56.54747076762925,54.38460650230852,56.423794789314165,56.54747076762925,55.620487072343415,51.72703832372744,47.83358957511148,44.49638965787474,42.395070310672885,42.20984941423892,43.9401408264955,47.21550275457469,50.9237306067567
all,863.9378724566564,830.8913286727222,862.0487658485491,863.9378724566564,849.7744232215423,790.2912891667464,730.805810543641,679.8201833335189,647.7173282940746,644.884064027816,671.3227057959485,721.3641167337115,778.0169758468435
