[kW],Annual,January,February,March,April,May,June,July,August,September,October,November,December
1045,79.87065016637644,66.55643287999152,75.69497400752958,57.8739102886105,51.24347110993622,40.28554497438852,0.0,0.0,0.0,11.98396784190107,47.28378830658279,63.64008297427247,79.87065016637644
1058x1060,2190.791004594768,2139.758544632668,2190.791004594768,2095.2410538600093,2019.5144281803043,1874.7021665569605,1153.512954619122,676.7420582144589,738.2019857321296,1245.4698544198925,2000.8516644383496,2089.019155709229,2103.1188033792264
1065,219.17259012080976,218.975060240752,219.17259012080976,214.81491684695425,212.70714993690183,211.14977043745543,190.23739340273647,179.58308886324193,188.74976481049148,196.86988407868137,215.4221600390605,215.85942202874324,217.342068413331
1345,136.99166095666592,136.99166095666592,132.15423039252178,109.8075636945942,79.64703696387782,50.89325121873592,21.81318948625233,0.0,0.0,25.29727660806613,72.55061483373201,108.42807831561524,127.27782138023564
1349,151.12911479065056,149.9849654557167,151.12911479065056,147.74033437060945,145.90922652105334,92.8985370479892,0.0183707477590323,0.0,0.0439134713619773,32.629357160399536,136.5051630324881,147.88716296097877,149.53480834033286
1359,316.235373557138,314.9898216428273,316.235373557138,313.3105245912978,311.0216397793527,299.52446293266814,106.64005190874238,18.395688104422383,28.0220166687084,179.03563216302254,311.6019204359022,313.2958710393647,314.1340542099361
1380,495.22851041955465,437.5960906668011,495.22851041955465,357.71371765887824,259.0449049306858,155.53104179134397,72.59193785018326,0.0,21.194545830742097,97.87312485822687,234.4905340985223,346.676662342892,408.7110090963389
1500,2279.049347887632,2095.346559433928,2279.049347887632,1399.138722831582,953.4890400223672,579.527463980104,45.934782315624616,35.13833832237932,163.64148971525805,476.8089956396891,971.2462142548582,1716.534657701819,2059.503971405645
1560,316.7716935578883,304.78215736625265,316.7716935578883,293.4432388804452,155.92756690665277,10.85420829496545,0.0,0.0,0.0,2.8448991864934112,231.86666908938727,298.9764200903714,301.3444340827551
1569,81.29731998257986,67.85708214957057,81.29731998257986,56.53779942335343,39.460256929518174,19.893251804877995,0.0,0.0,0.0,0.0,37.02073360370114,56.47977135769848,59.94357796363692
1631,140.84935503856522,130.8787852322676,140.84935503856522,94.97816913833012,64.31942164188946,30.467372108194795,8.366973004054344,0.0,1.2831499978605814,15.516001385639871,50.907904770668985,95.0148030181628,121.63561774392744
1657,144.56725423502306,135.7455229002779,144.56725423502306,96.9965493815908,65.31293246295142,30.531847736700293,8.167596776453031,0.0,1.3920610572479106,15.424211536331136,52.36212326450658,101.88116438295944,123.9148312115967
1676,128.73907357900111,128.73907357900111,126.89360524855064,95.1399443516712,71.22564066794406,29.49554854399377,0.0,0.0,0.0,6.5616847130043245,46.45146655678457,98.21777639969264,114.89820763614176
1690,130.00426125290215,127.20719125991826,130.00426125290215,82.9323633072715,54.03409354006956,23.51774926131445,6.601923366612527,0.0,1.3595448255084344,14.729428024976688,45.84187879636897,97.18118413594745,116.6431526003314
1691,134.3619345267577,128.31060372047824,134.3619345267577,85.56589966068236,56.57795015565003,25.07032239572679,7.931498747707453,0.1116817529868335,2.409741446868272,15.956340621228543,48.66913510633497,98.82589880491491,119.14011784972608
1692,119.43875723812198,110.82217563043976,119.43875723812198,81.87672142601335,57.47123068148981,29.67666644588649,11.395422582061355,0.0,4.709094756314363,18.71827139667693,47.44351202265322,82.85821633449018,102.69853950978596
1800,190.02227926035903,180.14226840500777,190.02227926035903,125.13576515865988,82.89807399574813,34.3279969004807,7.873499989156372,0.0,0.7609032683868374,18.026213445982027,62.27232043683997,130.20941097996507,163.0248682499146
all,6914.450805388523,6229.006588823092,6914.450805388523,5170.454394922604,4021.7271145221976,2411.173499520243,1309.3366864567774,676.8537399674457,856.7404259846162,1467.9495460622684,4033.1428176201343,5333.4556416468,5948.830382791806
