[kWh],Annual,January,February,March,April,May,June,July,August,September,October,November,December
1045,51886.80291441563,14720.354328747162,10410.877703800135,7985.4214420150165,2495.216371417133,186.22605096739818,0.0,0.0,0.0,0.0,757.9232458672587,4151.738655659699,11179.045115941834
1058x1060,7345736.8519832995,1305982.397567276,983535.3452464757,855265.9912746891,520420.3875454187,347629.0831389784,218739.03313519777,171176.01055290195,199951.17629922787,266444.1345055393,536543.5849387276,759772.9637277699,1180276.7440510974
1065,358030.57282815315,58026.57249024219,44353.99733627733,39811.78804106043,27791.34249102177,20879.657245800438,14343.499841448567,12618.391978118143,14192.100132409494,14918.667345614573,26752.85805807613,34609.293187974006,49732.404680110034
1345,133678.23239783105,34887.426906617606,24850.57835635211,18845.758438834022,6642.382237316033,1049.964653288169,0.0,0.0,0.0,77.5882428105278,4929.176627467439,12931.513860032788,29463.84307511235
1349,72255.57363474322,20703.809094990775,13699.352461591576,10319.033731304266,3061.298628456846,211.57617643110981,0.0,0.0,0.0,0.0,1624.1325736150488,6686.550530048281,15949.820438305323
1359,167801.8961306739,49151.7445856884,32033.429778939448,20898.589746344085,7548.3329539186825,1511.929743384068,156.0295983988943,121.07831579986998,132.7907918076094,271.7768210965429,4800.0739580240215,14871.12284630886,36304.996990963446
1380,409204.6798188352,116963.87273741832,76516.62787685858,47289.98736224929,15738.23341080178,3577.958241802364,33.81662779567791,0.0,20.39855932138815,590.4750792903695,13775.48368057367,38559.76591698118,96138.0603257426
1500,769002.1133121336,211604.5765321314,136885.94622172817,90960.03164466779,31573.183572187205,9943.370086971761,670.1577538801141,179.39760809778727,1057.1033096805468,4431.514290261073,32358.099738812158,81498.67237392231,167840.06017979322
1560,85065.61183880977,29017.18557990846,17283.93984511782,6887.97533429148,746.0280741833137,0.0223735413121728,0.0,0.0,0.0,0.0,843.6501112790734,7075.59261103436,23211.217909453946
1569,44423.83616801411,14030.22438984075,8665.837347918112,5699.032622323455,1248.7585276345476,107.40267550412617,0.0,0.0,0.0,1.6885375813785006,921.5564768406474,3393.058468844497,10356.277121526597
1631,97713.99518122926,29259.464692266614,19289.204970308972,11062.37577996754,3089.880880558312,406.4868492284319,0.0670652335102114,0.0,0.0,36.392924151456775,2072.6327451524585,8661.569504317229,23835.91977004474
1657,100816.54265721943,30311.098805383834,20094.849810764033,11269.504534046357,3103.2775354601304,402.79961642862463,0.1331685492573286,0.0,0.0348320790869782,35.555788029923725,2052.1378014455436,8846.377481564366,24700.773283468276
1676,65178.322095035895,21438.67266661235,12337.624665093072,8454.280894523146,2419.4418051769244,173.71782592869815,0.0,0.0,0.0,0.0,1146.7163470922371,4993.140432021879,14214.727458587597
1690,86612.0916186841,27139.738187918323,17079.08367734989,8466.87280596763,2149.9474791875605,280.9554021579407,0.4871576270858597,0.0,0.13693735489320188,39.33481903742576,1781.247160845006,7537.264632890425,22137.023358347928
1691,91324.54206662267,28177.660197025798,17821.604244489237,9205.320060507447,2454.744077913522,381.4454039544661,6.8247919635232055,0.0,7.079571747014046,70.94673738666211,2104.7902673159556,8054.165721195074,23039.96099312397
1692,85515.95488173117,24497.868362286797,16517.093827030058,9907.282632094444,3183.308512805153,648.500183099062,6.535236311970603,0.0,5.676982083395123,114.10756206804993,2464.3538707328125,7860.901430198392,20310.326283021044
1800,116315.61497240738,36656.08150833113,23596.252601738146,12508.581584213083,3061.2056778996894,304.16463533170656,0.2601739611071284,0.0,0.0180746873957766,30.549233003784718,2131.764477893945,9382.894293056972,28643.842712290403
all,10080563.23449984,2052568.7486326857,1474971.6459718326,1174837.8279290986,636726.9697813573,387695.26030279807,233956.8445503675,184094.87845491775,215366.51549039868,287062.7318858711,637060.182079761,1018886.5856738202,1777335.043746931
