[kW],Annual,January,February,March,April,May,June,July,August,September,October,November,December
1045,135.9122803212762,135.9122803212762,58.358063644479046,56.49266648339958,44.01047787577422,30.817298928356443,0.0,0.0,0.0,0.0,38.569027900949024,49.418810823230686,57.12306228756013
1058x1060,2153.8699151442115,2153.8699151442115,2087.108332537157,2099.0627002041533,1975.3896525994523,1245.7629254585536,752.1521671724096,554.364384600641,666.0977180902788,954.3653224279648,1977.4733876843345,2027.7380015251415,2059.137632607318
1065,218.53545368276,217.52113481795308,216.33859317695453,218.53545368276,211.3818827000752,201.69676408543373,179.18627067689445,159.54816651827502,164.71412971675858,199.166095666593,211.53691727952707,214.6481594259559,216.1243582476931
1345,142.19249960875018,142.19249960875018,119.2467957077988,104.65684019012104,67.20265452023978,45.3093687191213,0.0,0.0,0.0,14.460359504381708,73.35597404797339,94.77770854788577,109.84976592416145
1349,140.40095634941338,140.40095634941338,139.72689296049228,137.7524733730308,126.68493866902377,22.235241089028538,0.0,0.0,0.0,0.0,105.7822329785806,137.4635053289107,139.6826392336544
1359,291.93157846303,291.93157846303,291.57696250624974,291.49050654984467,284.4594392613203,175.20460754564144,2.2388165557002027,2.898721682743567,3.0881188414784617,64.04569329177977,285.6622028039865,290.32906602362976,291.4143080797927
1380,382.8680049071815,369.6680853258745,365.4625159210842,382.8680049071815,211.65766254745557,113.09992374291576,9.660412726082326,0.0,7.801521742061146,63.56417757525918,190.23827261585245,288.7063316825619,328.7319226456578
1500,2304.5377361200094,2304.5377361200094,1930.2948118806312,1462.7556531938003,834.9974883811988,345.47214037399385,71.13625400115235,16.759325960056763,65.02249906363804,280.7347994309733,711.3449557492039,1307.4778247798597,1901.447829545195
1560,279.8180732220406,278.21878456406563,279.27384030324646,258.94496770650227,93.88237652477537,0.0223735413121728,0.0,0.0,0.0,0.0,143.67338756710595,270.346017252506,279.8180732220406
1569,58.73993520785478,58.20713205956845,58.33725560073409,58.73993520785478,32.55169333515428,9.869108612713072,0.0,0.0,0.0,1.094746349946749,23.10574999516433,43.43488635584334,52.48140317724175
1631,100.96531738714276,98.26994304457436,100.96531738714276,94.29531361824918,48.87223333612728,18.101415474502527,0.0443876603025313,0.0,0.0,7.80163897047661,37.56496652249525,70.68726916992318,88.12030683365464
1657,104.05340692151734,100.78009649070876,104.05340692151734,96.39223689987112,49.74499888926076,18.565962377884624,0.0809928191734107,0.0,0.0348320790869782,7.724356137581613,38.45795397729638,72.39763175155079,90.24389957979474
1676,115.123872335911,115.123872335911,102.6434421545176,105.91147730663027,67.79143423691042,32.965509641744106,0.0,0.0,0.0,0.0,53.10945441309301,97.08212612487992,107.26956849978694
1690,94.87002592506408,94.87002592506408,92.50025350644844,85.56912344210762,41.332394724486846,13.184445430465672,0.168546619689333,0.0,0.1083747393865788,7.260248840757507,33.44292236372343,64.68429508502284,89.78817411467635
1691,95.86500210131936,94.8911270398477,95.86500210131936,89.18093092257006,43.67198082612037,14.821276488493153,0.9675505884573384,0.0,0.8514270508085537,8.689614910516621,35.756718213954755,67.68270488156706,89.78963946986967
1692,86.0940136723501,86.0940136723501,85.16409926667765,84.49531115645246,45.06875739638034,20.68542282237961,1.730886346465065,0.0,1.66876407840002,12.311474727605123,36.8739050133318,62.86813385843848,75.39516233497903
1800,136.16695905387292,129.20124660697005,136.16695905387292,122.3052850672686,59.47847422528137,15.357889560282077,0.1332300941754475,0.0,0.0180746873957766,7.679692111289625,42.93344180869378,90.9683711873656,119.35054285548492
all,6109.394919672159,6109.394919672159,5718.516110994208,5105.822530246396,3665.6657313792925,1933.7982416909965,760.2046544663149,554.364384600641,804.9034448156027,1414.1735203282867,3360.4424434856473,4632.790165239313,5606.38660407451
